"id";"customer_id";"shop_id";"product_id";"sales_date";"product_number";"net_price";"gross_price"
"59";"3092";"3";"186";"2018-01-08 00:00:00";"5";"135,00";"160,65"
"60";"3092";"3";"194";"2018-01-08 00:00:00";"3";"198,00";"235,62"
"61";"3092";"3";"190";"2018-01-08 00:00:00";"2";"24,00";"28,56"
"62";"4447";"2";"158";"2018-01-08 00:00:00";"1";"900,00";"1071,00"
"63";"4447";"2";"203";"2018-01-08 00:00:00";"2";"10,00";"11,90"
"64";"4447";"2";"183";"2018-01-08 00:00:00";"5";"350,00";"416,50"
"65";"4447";"2";"206";"2018-01-08 00:00:00";"1";"59,00";"70,21"
"66";"4447";"2";"184";"2018-01-08 00:00:00";"2";"8,00";"9,52"
"67";"4247";"1";"64";"2018-01-09 00:00:00";"1";"1400,00";"1666,00"
"68";"4247";"1";"195";"2018-01-09 00:00:00";"5";"160,00";"190,40"
"69";"4247";"1";"200";"2018-01-09 00:00:00";"2";"22,00";"26,18"
"70";"2966";"3";"23";"2018-01-09 00:00:00";"1";"400,00";"476,00"
"71";"2966";"3";"207";"2018-01-09 00:00:00";"4";"76,00";"90,44"
"72";"2966";"3";"185";"2018-01-09 00:00:00";"5";"330,00";"392,70"
"73";"2862";"3";"121";"2018-01-09 00:00:00";"1";"800,00";"952,00"
"74";"2862";"3";"187";"2018-01-09 00:00:00";"2";"42,00";"49,98"
"75";"2862";"3";"188";"2018-01-09 00:00:00";"5";"220,00";"261,80"
"76";"2862";"3";"195";"2018-01-09 00:00:00";"3";"96,00";"114,24"
"77";"112";"3";"27";"2018-01-09 00:00:00";"1";"1200,00";"1428,00"
"78";"112";"3";"191";"2018-01-09 00:00:00";"4";"56,00";"66,64"
"79";"228";"3";"106";"2018-01-09 00:00:00";"1";"1400,00";"1666,00"
"80";"228";"3";"208";"2018-01-09 00:00:00";"4";"176,00";"209,44"
"81";"228";"3";"205";"2018-01-09 00:00:00";"2";"70,00";"83,30"
"82";"228";"3";"210";"2018-01-09 00:00:00";"3";"51,00";"60,69"
"83";"90";"1";"7";"2018-01-11 00:00:00";"1";"500,00";"595,00"
"84";"3570";"1";"130";"2018-01-11 00:00:00";"1";"800,00";"952,00"
"85";"3570";"1";"207";"2018-01-11 00:00:00";"1";"19,00";"22,61"
"86";"3409";"2";"110";"2018-01-11 00:00:00";"1";"1800,00";"2142,00"
"87";"3409";"2";"184";"2018-01-11 00:00:00";"5";"20,00";"23,80"
"88";"2451";"3";"7";"2018-01-11 00:00:00";"1";"500,00";"595,00"
"89";"2451";"3";"199";"2018-01-11 00:00:00";"5";"150,00";"178,50"
"90";"3381";"2";"6";"2018-01-12 00:00:00";"1";"1200,00";"1428,00"
"91";"3381";"2";"208";"2018-01-12 00:00:00";"5";"220,00";"261,80"
"92";"3675";"3";"67";"2018-01-12 00:00:00";"1";"1400,00";"1666,00"
"93";"3675";"3";"193";"2018-01-12 00:00:00";"1";"68,00";"80,92"
"94";"3675";"3";"200";"2018-01-12 00:00:00";"4";"44,00";"52,36"
"95";"2079";"2";"106";"2018-01-13 00:00:00";"1";"1400,00";"1666,00"
"96";"2079";"2";"194";"2018-01-13 00:00:00";"1";"66,00";"78,54"
"97";"2079";"2";"185";"2018-01-13 00:00:00";"4";"264,00";"314,16"
"98";"2079";"2";"206";"2018-01-13 00:00:00";"1";"59,00";"70,21"
"99";"2683";"2";"128";"2018-01-13 00:00:00";"1";"900,00";"1071,00"
"100";"2415";"3";"1";"2018-01-15 00:00:00";"1";"500,00";"595,00"
"101";"2415";"3";"190";"2018-01-15 00:00:00";"2";"24,00";"28,56"
"102";"2415";"3";"200";"2018-01-15 00:00:00";"1";"11,00";"13,09"
"103";"2415";"3";"207";"2018-01-15 00:00:00";"4";"76,00";"90,44"
"104";"2415";"3";"199";"2018-01-15 00:00:00";"1";"30,00";"35,70"
"105";"849";"1";"46";"2018-01-15 00:00:00";"1";"500,00";"595,00"
"106";"849";"1";"210";"2018-01-15 00:00:00";"5";"85,00";"101,15"
"107";"849";"1";"195";"2018-01-15 00:00:00";"3";"96,00";"114,24"
"108";"849";"1";"182";"2018-01-15 00:00:00";"2";"32,00";"38,08"
"109";"849";"1";"194";"2018-01-15 00:00:00";"2";"132,00";"157,08"
"110";"1315";"3";"8";"2018-01-15 00:00:00";"1";"400,00";"476,00"
"111";"1315";"3";"182";"2018-01-15 00:00:00";"5";"80,00";"95,20"
"112";"1315";"3";"197";"2018-01-15 00:00:00";"2";"160,00";"190,40"
"113";"1181";"2";"112";"2018-01-16 00:00:00";"1";"1400,00";"1666,00"
"114";"1181";"2";"182";"2018-01-16 00:00:00";"2";"32,00";"38,08"
"115";"1181";"2";"182";"2018-01-16 00:00:00";"3";"48,00";"57,12"
"116";"4247";"3";"7";"2018-01-17 00:00:00";"1";"500,00";"595,00"
"117";"4247";"3";"194";"2018-01-17 00:00:00";"5";"330,00";"392,70"
"118";"4247";"3";"197";"2018-01-17 00:00:00";"4";"320,00";"380,80"
"119";"4247";"3";"202";"2018-01-17 00:00:00";"3";"114,00";"135,66"
"120";"4247";"3";"185";"2018-01-17 00:00:00";"3";"198,00";"235,62"
"121";"4247";"3";"188";"2018-01-17 00:00:00";"4";"176,00";"209,44"
"122";"217";"3";"61";"2018-01-17 00:00:00";"1";"1400,00";"1666,00"
"123";"217";"3";"195";"2018-01-17 00:00:00";"2";"64,00";"76,16"
"124";"1090";"3";"143";"2018-01-18 00:00:00";"1";"900,00";"1071,00"
"125";"2214";"2";"62";"2018-01-19 00:00:00";"1";"1800,00";"2142,00"
"126";"2214";"2";"183";"2018-01-19 00:00:00";"4";"280,00";"333,20"
"127";"2214";"2";"197";"2018-01-19 00:00:00";"3";"240,00";"285,60"
"128";"2214";"2";"181";"2018-01-19 00:00:00";"5";"380,00";"452,20"
"129";"3693";"3";"170";"2018-01-20 00:00:00";"1";"900,00";"1071,00"
"130";"1018";"1";"19";"2018-01-20 00:00:00";"1";"500,00";"595,00"
"131";"1018";"1";"205";"2018-01-20 00:00:00";"1";"35,00";"41,65"
"132";"3228";"3";"141";"2018-01-20 00:00:00";"1";"1200,00";"1428,00"
"133";"3228";"3";"188";"2018-01-20 00:00:00";"4";"176,00";"209,44"
"134";"3979";"2";"11";"2018-01-20 00:00:00";"1";"400,00";"476,00"
"135";"2989";"1";"69";"2018-01-20 00:00:00";"1";"2200,00";"2618,00"
"136";"2989";"1";"191";"2018-01-20 00:00:00";"5";"70,00";"83,30"
"137";"2989";"1";"199";"2018-01-20 00:00:00";"5";"150,00";"178,50"
"138";"1601";"3";"19";"2018-01-22 00:00:00";"1";"500,00";"595,00"
"139";"1601";"3";"184";"2018-01-22 00:00:00";"1";"4,00";"4,76"
"140";"1601";"3";"206";"2018-01-22 00:00:00";"1";"59,00";"70,21"
"141";"1601";"3";"202";"2018-01-22 00:00:00";"3";"114,00";"135,66"
"142";"1601";"3";"192";"2018-01-22 00:00:00";"5";"285,00";"339,15"
"143";"1601";"3";"189";"2018-01-22 00:00:00";"1";"12,00";"14,28"
"144";"3238";"2";"124";"2018-01-22 00:00:00";"1";"800,00";"952,00"
"145";"3238";"2";"205";"2018-01-22 00:00:00";"2";"70,00";"83,30"
"146";"820";"3";"113";"2018-01-22 00:00:00";"1";"1800,00";"2142,00"
"147";"3037";"3";"41";"2018-01-22 00:00:00";"1";"400,00";"476,00"
"148";"3037";"3";"210";"2018-01-22 00:00:00";"4";"68,00";"80,92"
"149";"3037";"3";"189";"2018-01-22 00:00:00";"2";"24,00";"28,56"
"150";"3037";"3";"191";"2018-01-22 00:00:00";"2";"28,00";"33,32"
"151";"4337";"3";"69";"2018-01-23 00:00:00";"1";"2200,00";"2618,00"
"152";"4337";"3";"195";"2018-01-23 00:00:00";"1";"32,00";"38,08"
"153";"4337";"3";"199";"2018-01-23 00:00:00";"2";"60,00";"71,40"
"154";"4337";"3";"183";"2018-01-23 00:00:00";"1";"70,00";"83,30"
"155";"4337";"3";"210";"2018-01-23 00:00:00";"4";"68,00";"80,92"
"156";"4340";"3";"142";"2018-01-24 00:00:00";"1";"800,00";"952,00"
"157";"4340";"3";"182";"2018-01-24 00:00:00";"3";"48,00";"57,12"
"158";"4340";"3";"183";"2018-01-24 00:00:00";"2";"140,00";"166,60"
"159";"4340";"3";"204";"2018-01-24 00:00:00";"4";"80,00";"95,20"
"160";"4340";"3";"186";"2018-01-24 00:00:00";"4";"108,00";"128,52"
"161";"4340";"3";"188";"2018-01-24 00:00:00";"2";"88,00";"104,72"
"162";"2748";"1";"138";"2018-01-24 00:00:00";"1";"1200,00";"1428,00"
"163";"2748";"1";"205";"2018-01-24 00:00:00";"3";"105,00";"124,95"
"164";"1487";"3";"164";"2018-01-24 00:00:00";"1";"900,00";"1071,00"
"165";"1487";"3";"181";"2018-01-24 00:00:00";"3";"228,00";"271,32"
"166";"3031";"1";"11";"2018-01-24 00:00:00";"1";"400,00";"476,00"
"167";"3031";"1";"207";"2018-01-24 00:00:00";"3";"57,00";"67,83"
"168";"3031";"1";"186";"2018-01-24 00:00:00";"2";"54,00";"64,26"
"169";"3031";"1";"185";"2018-01-24 00:00:00";"2";"132,00";"157,08"
"170";"3031";"1";"210";"2018-01-24 00:00:00";"3";"51,00";"60,69"
"171";"78";"2";"82";"2018-01-24 00:00:00";"1";"1400,00";"1666,00"
"172";"78";"2";"195";"2018-01-24 00:00:00";"5";"160,00";"190,40"
"173";"807";"2";"128";"2018-01-25 00:00:00";"1";"900,00";"1071,00"
"174";"807";"2";"198";"2018-01-25 00:00:00";"4";"304,00";"361,76"
"175";"807";"2";"199";"2018-01-25 00:00:00";"5";"150,00";"178,50"
"176";"807";"2";"191";"2018-01-25 00:00:00";"4";"56,00";"66,64"
"177";"807";"2";"188";"2018-01-25 00:00:00";"1";"44,00";"52,36"
"178";"2276";"2";"180";"2018-01-26 00:00:00";"1";"1200,00";"1428,00"
"179";"2276";"2";"202";"2018-01-26 00:00:00";"1";"38,00";"45,22"
"180";"2276";"2";"200";"2018-01-26 00:00:00";"3";"33,00";"39,27"
"181";"2276";"2";"182";"2018-01-26 00:00:00";"4";"64,00";"76,16"
"182";"1076";"2";"45";"2018-01-26 00:00:00";"1";"1200,00";"1428,00"
"183";"3813";"1";"148";"2018-01-27 00:00:00";"1";"800,00";"952,00"
"184";"2836";"1";"28";"2018-01-27 00:00:00";"1";"500,00";"595,00"
"185";"2836";"1";"185";"2018-01-27 00:00:00";"3";"198,00";"235,62"
"186";"2836";"1";"200";"2018-01-27 00:00:00";"5";"55,00";"65,45"
"187";"2836";"1";"205";"2018-01-27 00:00:00";"1";"35,00";"41,65"
"188";"289";"2";"121";"2018-01-27 00:00:00";"1";"800,00";"952,00"
"189";"289";"2";"202";"2018-01-27 00:00:00";"2";"76,00";"90,44"
"190";"289";"2";"199";"2018-01-27 00:00:00";"5";"150,00";"178,50"
"191";"289";"2";"188";"2018-01-27 00:00:00";"3";"132,00";"157,08"
"192";"370";"1";"130";"2018-01-27 00:00:00";"1";"800,00";"952,00"
"193";"370";"1";"191";"2018-01-27 00:00:00";"2";"28,00";"33,32"
"194";"370";"1";"190";"2018-01-27 00:00:00";"3";"36,00";"42,84"
"195";"370";"1";"210";"2018-01-27 00:00:00";"4";"68,00";"80,92"
"196";"370";"1";"194";"2018-01-27 00:00:00";"2";"132,00";"157,08"
"197";"370";"1";"181";"2018-01-27 00:00:00";"1";"76,00";"90,44"
"198";"1890";"3";"119";"2018-01-27 00:00:00";"1";"1800,00";"2142,00"
"199";"1890";"3";"195";"2018-01-27 00:00:00";"3";"96,00";"114,24"
"200";"1890";"3";"192";"2018-01-27 00:00:00";"3";"171,00";"203,49"
"201";"1890";"3";"194";"2018-01-27 00:00:00";"1";"66,00";"78,54"
"202";"1890";"3";"194";"2018-01-27 00:00:00";"4";"264,00";"314,16"
"203";"1890";"3";"210";"2018-01-27 00:00:00";"5";"85,00";"101,15"
"204";"4041";"1";"129";"2018-01-29 00:00:00";"1";"1200,00";"1428,00"
"205";"4041";"1";"182";"2018-01-29 00:00:00";"3";"48,00";"57,12"
"206";"4041";"1";"191";"2018-01-29 00:00:00";"5";"70,00";"83,30"
"207";"1385";"1";"7";"2018-01-29 00:00:00";"1";"500,00";"595,00"
"208";"1385";"1";"194";"2018-01-29 00:00:00";"5";"330,00";"392,70"
"209";"1385";"1";"183";"2018-01-29 00:00:00";"5";"350,00";"416,50"
"210";"1385";"1";"204";"2018-01-29 00:00:00";"3";"60,00";"71,40"
"211";"1385";"1";"205";"2018-01-29 00:00:00";"1";"35,00";"41,65"
"212";"201";"2";"2";"2018-01-29 00:00:00";"1";"400,00";"476,00"
"213";"201";"2";"192";"2018-01-29 00:00:00";"4";"228,00";"271,32"
"214";"201";"2";"207";"2018-01-29 00:00:00";"4";"76,00";"90,44"
"215";"201";"2";"196";"2018-01-29 00:00:00";"2";"72,00";"85,68"
"216";"201";"2";"209";"2018-01-29 00:00:00";"4";"144,00";"171,36"
"217";"201";"2";"193";"2018-01-29 00:00:00";"2";"136,00";"161,84"
"218";"3609";"3";"68";"2018-01-29 00:00:00";"1";"1800,00";"2142,00"
"219";"3609";"3";"202";"2018-01-29 00:00:00";"1";"38,00";"45,22"
"220";"3609";"3";"208";"2018-01-29 00:00:00";"5";"220,00";"261,80"
"221";"3609";"3";"185";"2018-01-29 00:00:00";"2";"132,00";"157,08"
"222";"3609";"3";"199";"2018-01-29 00:00:00";"4";"120,00";"142,80"
"223";"2681";"2";"166";"2018-01-30 00:00:00";"1";"800,00";"952,00"
"224";"2681";"2";"182";"2018-01-30 00:00:00";"2";"32,00";"38,08"
"225";"2681";"2";"196";"2018-01-30 00:00:00";"3";"108,00";"128,52"
"226";"2681";"2";"197";"2018-01-30 00:00:00";"1";"80,00";"95,20"
"227";"3326";"3";"35";"2018-01-30 00:00:00";"1";"400,00";"476,00"
"228";"3326";"3";"204";"2018-01-30 00:00:00";"4";"80,00";"95,20"
"229";"3326";"3";"194";"2018-01-30 00:00:00";"2";"132,00";"157,08"
"230";"3326";"3";"187";"2018-01-30 00:00:00";"4";"84,00";"99,96"
"231";"2740";"3";"89";"2018-01-30 00:00:00";"1";"1800,00";"2142,00"
"232";"2740";"3";"188";"2018-01-30 00:00:00";"1";"44,00";"52,36"
"233";"4216";"3";"170";"2018-01-30 00:00:00";"1";"900,00";"1071,00"
"234";"4216";"3";"205";"2018-01-30 00:00:00";"1";"35,00";"41,65"
"235";"4216";"3";"203";"2018-01-30 00:00:00";"3";"15,00";"17,85"
"236";"4216";"3";"206";"2018-01-30 00:00:00";"1";"59,00";"70,21"
"237";"4216";"3";"186";"2018-01-30 00:00:00";"2";"54,00";"64,26"
"238";"1617";"3";"82";"2018-01-31 00:00:00";"1";"1400,00";"1666,00"
"239";"2609";"1";"124";"2018-01-31 00:00:00";"1";"800,00";"952,00"
"240";"2609";"1";"182";"2018-01-31 00:00:00";"5";"80,00";"95,20"
"241";"2609";"1";"187";"2018-01-31 00:00:00";"1";"21,00";"24,99"
"242";"2609";"1";"207";"2018-01-31 00:00:00";"4";"76,00";"90,44"
"243";"2609";"1";"189";"2018-01-31 00:00:00";"2";"24,00";"28,56"
"244";"2609";"1";"189";"2018-01-31 00:00:00";"1";"12,00";"14,28"
"245";"1792";"3";"3";"2018-02-01 00:00:00";"1";"1200,00";"1428,00"
"246";"1792";"3";"192";"2018-02-01 00:00:00";"1";"57,00";"67,83"
"247";"1792";"3";"206";"2018-02-01 00:00:00";"5";"295,00";"351,05"
"248";"1792";"3";"192";"2018-02-01 00:00:00";"2";"114,00";"135,66"
"249";"2999";"2";"2";"2018-02-01 00:00:00";"1";"400,00";"476,00"
"250";"3405";"3";"103";"2018-02-01 00:00:00";"1";"1400,00";"1666,00"
"251";"3405";"3";"208";"2018-02-01 00:00:00";"5";"220,00";"261,80"
"252";"3405";"3";"187";"2018-02-01 00:00:00";"3";"63,00";"74,97"
"253";"3405";"3";"183";"2018-02-01 00:00:00";"1";"70,00";"83,30"
"254";"3405";"3";"187";"2018-02-01 00:00:00";"3";"63,00";"74,97"
"255";"3405";"3";"204";"2018-02-01 00:00:00";"4";"80,00";"95,20"
"256";"3526";"2";"165";"2018-02-01 00:00:00";"1";"1200,00";"1428,00"
"257";"894";"2";"6";"2018-02-01 00:00:00";"1";"1200,00";"1428,00"
"258";"894";"2";"203";"2018-02-01 00:00:00";"4";"20,00";"23,80"
"259";"894";"2";"198";"2018-02-01 00:00:00";"5";"380,00";"452,20"
"260";"2021";"3";"29";"2018-02-02 00:00:00";"1";"400,00";"476,00"
"261";"2021";"3";"185";"2018-02-02 00:00:00";"5";"330,00";"392,70"
"262";"2021";"3";"200";"2018-02-02 00:00:00";"2";"22,00";"26,18"
"263";"2021";"3";"208";"2018-02-02 00:00:00";"5";"220,00";"261,80"
"264";"2021";"3";"191";"2018-02-02 00:00:00";"2";"28,00";"33,32"
"265";"1133";"1";"131";"2018-02-03 00:00:00";"1";"900,00";"1071,00"
"266";"1133";"1";"190";"2018-02-03 00:00:00";"4";"48,00";"57,12"
"267";"1133";"1";"203";"2018-02-03 00:00:00";"3";"15,00";"17,85"
"268";"1133";"1";"200";"2018-02-03 00:00:00";"2";"22,00";"26,18"
"269";"1133";"1";"182";"2018-02-03 00:00:00";"2";"32,00";"38,08"
"270";"3344";"2";"154";"2018-02-03 00:00:00";"1";"800,00";"952,00"
"271";"3344";"2";"203";"2018-02-03 00:00:00";"1";"5,00";"5,95"
"272";"3943";"1";"79";"2018-02-03 00:00:00";"1";"1400,00";"1666,00"
"273";"3943";"1";"189";"2018-02-03 00:00:00";"5";"60,00";"71,40"
"274";"3943";"1";"186";"2018-02-03 00:00:00";"4";"108,00";"128,52"
"275";"3943";"1";"206";"2018-02-03 00:00:00";"5";"295,00";"351,05"
"276";"3943";"1";"195";"2018-02-03 00:00:00";"4";"128,00";"152,32"
"277";"2374";"1";"130";"2018-02-05 00:00:00";"1";"800,00";"952,00"
"278";"2374";"1";"197";"2018-02-05 00:00:00";"4";"320,00";"380,80"
"279";"2374";"1";"183";"2018-02-05 00:00:00";"4";"280,00";"333,20"
"280";"2430";"1";"69";"2018-02-05 00:00:00";"1";"2200,00";"2618,00"
"281";"2430";"1";"205";"2018-02-05 00:00:00";"3";"105,00";"124,95"
"282";"2430";"1";"189";"2018-02-05 00:00:00";"1";"12,00";"14,28"
"283";"2430";"1";"209";"2018-02-05 00:00:00";"2";"72,00";"85,68"
"284";"2430";"1";"191";"2018-02-05 00:00:00";"4";"56,00";"66,64"
"285";"2430";"1";"208";"2018-02-05 00:00:00";"2";"88,00";"104,72"
"286";"1270";"1";"118";"2018-02-05 00:00:00";"1";"1400,00";"1666,00"
"287";"162";"3";"10";"2018-02-05 00:00:00";"1";"500,00";"595,00"
"288";"162";"3";"202";"2018-02-05 00:00:00";"2";"76,00";"90,44"
"289";"162";"3";"206";"2018-02-05 00:00:00";"4";"236,00";"280,84"
"290";"2105";"3";"171";"2018-02-05 00:00:00";"1";"1200,00";"1428,00"
"291";"2105";"3";"186";"2018-02-05 00:00:00";"5";"135,00";"160,65"
"292";"2105";"3";"200";"2018-02-05 00:00:00";"4";"44,00";"52,36"
"293";"2105";"3";"201";"2018-02-05 00:00:00";"4";"304,00";"361,76"
"294";"2105";"3";"197";"2018-02-05 00:00:00";"2";"160,00";"190,40"
"295";"4290";"3";"68";"2018-02-06 00:00:00";"1";"1800,00";"2142,00"
"296";"4290";"3";"196";"2018-02-06 00:00:00";"5";"180,00";"214,20"
"297";"4290";"3";"194";"2018-02-06 00:00:00";"1";"66,00";"78,54"
"298";"4290";"3";"197";"2018-02-06 00:00:00";"1";"80,00";"95,20"
"299";"4290";"3";"192";"2018-02-06 00:00:00";"4";"228,00";"271,32"
"300";"977";"1";"158";"2018-02-06 00:00:00";"1";"900,00";"1071,00"
"301";"977";"1";"186";"2018-02-06 00:00:00";"3";"81,00";"96,39"
"302";"977";"1";"202";"2018-02-06 00:00:00";"3";"114,00";"135,66"
"303";"977";"1";"199";"2018-02-06 00:00:00";"5";"150,00";"178,50"
"304";"977";"1";"201";"2018-02-06 00:00:00";"2";"152,00";"180,88"
"305";"977";"1";"184";"2018-02-06 00:00:00";"5";"20,00";"23,80"
"306";"137";"1";"2";"2018-02-06 00:00:00";"1";"400,00";"476,00"
"307";"137";"1";"204";"2018-02-06 00:00:00";"2";"40,00";"47,60"
"308";"137";"1";"183";"2018-02-06 00:00:00";"1";"70,00";"83,30"
"309";"2733";"2";"24";"2018-02-07 00:00:00";"1";"1200,00";"1428,00"
"310";"2733";"2";"191";"2018-02-07 00:00:00";"2";"28,00";"33,32"
"311";"2733";"2";"190";"2018-02-07 00:00:00";"5";"60,00";"71,40"
"312";"2733";"2";"200";"2018-02-07 00:00:00";"5";"55,00";"65,45"
"313";"2733";"2";"201";"2018-02-07 00:00:00";"3";"228,00";"271,32"
"314";"2296";"2";"117";"2018-02-07 00:00:00";"1";"2200,00";"2618,00"
"315";"2296";"2";"208";"2018-02-07 00:00:00";"4";"176,00";"209,44"
"316";"2296";"2";"209";"2018-02-07 00:00:00";"3";"108,00";"128,52"
"317";"2296";"2";"182";"2018-02-07 00:00:00";"5";"80,00";"95,20"
"318";"2538";"3";"8";"2018-02-07 00:00:00";"1";"400,00";"476,00"
"319";"2538";"3";"210";"2018-02-07 00:00:00";"2";"34,00";"40,46"
"320";"2538";"3";"210";"2018-02-07 00:00:00";"4";"68,00";"80,92"
"321";"2538";"3";"186";"2018-02-07 00:00:00";"3";"81,00";"96,39"
"322";"2538";"3";"183";"2018-02-07 00:00:00";"4";"280,00";"333,20"
"323";"1412";"2";"62";"2018-02-08 00:00:00";"1";"1800,00";"2142,00"
"324";"1412";"2";"207";"2018-02-08 00:00:00";"5";"95,00";"113,05"
"325";"1412";"2";"189";"2018-02-08 00:00:00";"1";"12,00";"14,28"
"326";"1412";"2";"189";"2018-02-08 00:00:00";"5";"60,00";"71,40"
"327";"1412";"2";"205";"2018-02-08 00:00:00";"1";"35,00";"41,65"
"328";"687";"3";"41";"2018-02-08 00:00:00";"1";"400,00";"476,00"
"329";"687";"3";"187";"2018-02-08 00:00:00";"5";"105,00";"124,95"
"330";"687";"3";"191";"2018-02-08 00:00:00";"5";"70,00";"83,30"
"331";"2647";"2";"70";"2018-02-08 00:00:00";"1";"1400,00";"1666,00"
"332";"2647";"2";"209";"2018-02-08 00:00:00";"4";"144,00";"171,36"
"333";"2647";"2";"183";"2018-02-08 00:00:00";"3";"210,00";"249,90"
"334";"3400";"2";"5";"2018-02-12 00:00:00";"1";"400,00";"476,00"
"335";"3400";"2";"194";"2018-02-12 00:00:00";"2";"132,00";"157,08"
"336";"1957";"3";"12";"2018-02-12 00:00:00";"1";"1200,00";"1428,00"
"337";"1957";"3";"208";"2018-02-12 00:00:00";"1";"44,00";"52,36"
"338";"1957";"3";"200";"2018-02-12 00:00:00";"1";"11,00";"13,09"
